token_position,cluster,cluster_0_prob,cluster_1_prob,cluster_2_prob,cluster_3_prob
666,1,0.0,1.0,0.0,0.0
667,1,0.0,1.0,0.0,0.0
668,1,0.0,1.0,0.0,0.0
669,1,0.0,1.0,0.0,0.0
670,1,0.0,1.0,0.0,0.0
671,3,0.0,0.0,0.0,1.0
672,1,0.0,1.0,0.0,0.0
673,1,0.0,1.0,0.0,0.0
674,1,0.0,1.0,0.0,0.0
675,2,0.0,7.029298626703814e-257,1.0,0.0
676,2,0.0,0.0,1.0,0.0
677,2,0.0,0.0,1.0,0.0
678,1,0.0,1.0,0.0,0.0
679,2,0.0,0.0,1.0,0.0
680,3,0.0,0.0,0.0,1.0
681,1,0.0,1.0,0.0,0.0
682,3,0.0,0.0,0.0,1.0
683,1,0.0,1.0,0.0,0.0
684,2,0.0,0.0,1.0,0.0
685,2,0.0,4.9914768815776003e-101,1.0,0.0
686,1,0.0,1.0,0.0,0.0
687,2,0.0,5.0331747446478204e-251,1.0,0.0
688,2,0.0,0.0,1.0,0.0
689,2,0.0,0.0,1.0,0.0
690,1,0.0,1.0,0.0,0.0
691,2,0.0,0.0,1.0,0.0
692,1,0.0,1.0,2.1741716189687874e-54,0.0
693,2,0.0,0.0,1.0,0.0
694,1,0.0,1.0,0.0,0.0
695,2,0.0,1.2072745774094834e-242,1.0,0.0
696,0,1.0,0.0,0.0,0.0
697,2,0.0,0.0,1.0,0.0
698,2,0.0,0.0,1.0,0.0
699,1,0.0,1.0,0.0,0.0
700,0,1.0,0.0,0.0,0.0
701,0,1.0,0.0,0.0,0.0
702,0,1.0,0.0,0.0,0.0
703,0,1.0,0.0,0.0,0.0
704,0,1.0,0.0,0.0,0.0
705,0,1.0,0.0,0.0,0.0
706,1,0.0,1.0,0.0,0.0
707,0,1.0,0.0,0.0,0.0
708,1,0.0,1.0,0.0,0.0
709,2,0.0,0.0,1.0,0.0
710,1,0.0,1.0,0.0,0.0
711,3,0.0,0.0,0.0,1.0
712,2,0.0,1.3652839181217722e-279,1.0,0.0
713,0,1.0,0.0,0.0,0.0
714,1,0.0,1.0,0.0,0.0
715,1,0.0,1.0,0.0,0.0
716,2,0.0,0.0,1.0,0.0
717,1,0.0,1.0,0.0,0.0
718,0,1.0,0.0,0.0,0.0
719,3,0.0,0.0,0.0,1.0
720,1,0.0,1.0,0.0,0.0
721,2,0.0,0.0,1.0,0.0
722,0,1.0,0.0,0.0,0.0
723,2,0.0,1.56274995762525e-278,1.0,0.0
724,3,0.0,0.0,0.0,1.0
725,2,0.0,0.0,1.0,0.0
726,3,0.0,0.0,0.0,1.0
727,1,0.0,1.0,0.0,0.0
728,2,0.0,0.0,1.0,0.0
729,3,0.0,0.0,0.0,1.0
730,2,0.0,0.0,1.0,0.0
731,0,1.0,0.0,0.0,0.0
732,0,1.0,0.0,0.0,0.0
733,1,0.0,1.0,0.0,0.0
734,2,0.0,3.614380998234701e-196,1.0,0.0
735,1,0.0,1.0,0.0,0.0
736,2,0.0,0.0,1.0,0.0
737,2,0.0,0.0,1.0,0.0
738,0,1.0,0.0,0.0,0.0
739,1,0.0,1.0,0.0,0.0
740,1,0.0,1.0,0.0,0.0
741,1,0.0,1.0,0.0,0.0
742,1,0.0,1.0,0.0,0.0
743,2,0.0,0.0,1.0,0.0
744,0,1.0,0.0,0.0,0.0
745,2,0.0,0.0,1.0,0.0
746,3,0.0,0.0,0.0,1.0
747,1,0.0,1.0,0.0,0.0
748,2,0.0,0.0,1.0,0.0
749,2,0.0,0.0,1.0,0.0
750,1,0.0,1.0,0.0,0.0
751,1,0.0,1.0,0.0,0.0
752,1,0.0,1.0,0.0,0.0
753,1,0.0,1.0,2.5332065774351506e-172,0.0
754,1,0.0,1.0,0.0,0.0
755,1,0.0,1.0,0.0,0.0
756,1,0.0,1.0,0.0,0.0
757,2,0.0,0.0,1.0,0.0
758,0,1.0,0.0,0.0,0.0
759,0,1.0,0.0,0.0,0.0
760,2,0.0,2.5365624425758905e-212,1.0,0.0
761,1,0.0,1.0,4.6180451075375826e-98,0.0
762,2,0.0,0.0,1.0,0.0
763,0,1.0,0.0,0.0,0.0
764,2,0.0,0.0,1.0,0.0
765,1,0.0,1.0,0.0,0.0
766,1,0.0,1.0,0.0,0.0
767,1,0.0,1.0,0.0,0.0
768,3,0.0,0.0,0.0,1.0
769,2,0.0,0.0,1.0,0.0
770,1,0.0,1.0,0.0,0.0
771,1,0.0,1.0,0.0,0.0
772,0,1.0,0.0,0.0,0.0
773,1,0.0,1.0,0.0,0.0
774,0,1.0,0.0,0.0,0.0
775,1,0.0,1.0,0.0,0.0
776,2,0.0,4.498992130963782e-248,1.0,0.0
777,0,1.0,0.0,0.0,0.0
778,2,0.0,0.0,1.0,0.0
779,1,0.0,1.0,0.0,0.0
780,1,0.0,1.0,0.0,0.0
781,3,0.0,0.0,0.0,1.0
782,1,0.0,1.0,0.0,0.0
783,0,1.0,0.0,0.0,0.0
784,2,0.0,0.0,1.0,0.0
785,3,0.0,0.0,0.0,1.0
786,2,0.0,0.0,1.0,0.0
787,1,0.0,1.0,0.0,0.0
788,2,0.0,0.0,1.0,0.0
789,0,1.0,0.0,0.0,0.0
790,1,0.0,1.0,0.0,0.0
791,1,0.0,1.0,0.0,0.0
792,1,0.0,1.0,0.0,0.0
793,1,0.0,1.0,0.0,0.0
794,2,0.0,0.0,1.0,0.0
795,2,0.0,0.0,1.0,0.0
796,1,0.0,1.0,0.0,0.0
797,3,0.0,0.0,0.0,1.0
798,1,0.0,1.0,0.0,0.0
799,2,0.0,8.94954844632563e-176,1.0,0.0
800,2,0.0,8.667553454956456e-189,1.0,0.0
801,1,0.0,1.0,0.0,0.0
802,1,0.0,1.0,0.0,0.0
803,1,0.0,1.0,0.0,0.0
804,1,0.0,1.0,0.0,0.0
805,1,0.0,1.0,0.0,0.0
806,2,0.0,0.0,1.0,0.0
807,1,0.0,1.0,0.0,0.0
808,1,0.0,1.0,0.0,0.0
809,1,0.0,1.0,0.0,0.0
810,0,1.0,0.0,0.0,0.0
811,2,0.0,0.0,1.0,0.0
812,3,0.0,0.0,0.0,1.0
813,0,1.0,0.0,0.0,0.0
814,2,0.0,0.0,1.0,0.0
815,1,0.0,1.0,0.0,0.0
816,2,0.0,5.40488887572695e-259,1.0,0.0
817,3,0.0,0.0,0.0,1.0
818,1,0.0,1.0,0.0,0.0
819,0,1.0,0.0,0.0,0.0
820,1,0.0,1.0,0.0,0.0
821,1,0.0,1.0,0.0,0.0
822,1,0.0,1.0,0.0,0.0
823,1,0.0,1.0,0.0,0.0
824,3,0.0,0.0,0.0,1.0
825,1,0.0,1.0,0.0,0.0
826,2,0.0,0.0,1.0,0.0
827,2,0.0,2.3233995825610685e-188,1.0,0.0
828,0,1.0,0.0,0.0,0.0
829,1,0.0,1.0,0.0,0.0
830,0,1.0,0.0,0.0,0.0
831,1,0.0,1.0,0.0,0.0
832,0,1.0,0.0,0.0,0.0
833,0,1.0,0.0,0.0,0.0
834,3,0.0,0.0,0.0,1.0
835,1,0.0,1.0,0.0,0.0
836,2,0.0,0.0,1.0,0.0
837,2,0.0,0.0,1.0,0.0
838,1,0.0,1.0,0.0,0.0
839,1,0.0,1.0,0.0,0.0
840,0,1.0,0.0,0.0,0.0
841,3,0.0,0.0,0.0,1.0
842,2,0.0,1.9962997393089776e-215,1.0,0.0
843,0,1.0,0.0,0.0,0.0
844,3,0.0,0.0,0.0,1.0
845,1,0.0,1.0,0.0,0.0
846,1,0.0,1.0,0.0,0.0
847,1,0.0,1.0,0.0,0.0
848,1,0.0,1.0,0.0,0.0
849,0,1.0,0.0,0.0,0.0
850,1,0.0,1.0,0.0,0.0
851,1,0.0,1.0,0.0,0.0
852,0,1.0,0.0,0.0,0.0
853,1,0.0,1.0,0.0,0.0
854,0,1.0,0.0,0.0,0.0
855,0,1.0,0.0,0.0,0.0
856,1,0.0,1.0,0.0,0.0
857,1,0.0,1.0,0.0,0.0
858,1,0.0,1.0,0.0,0.0
859,2,0.0,1.2225072322428915e-195,1.0,0.0
860,1,0.0,1.0,0.0,0.0
861,2,0.0,0.0,1.0,0.0
862,2,0.0,1.8444798258599515e-137,1.0,0.0
863,2,0.0,5.682668991274642e-250,1.0,0.0
864,1,0.0,1.0,0.0,0.0
865,1,0.0,1.0,0.0,0.0
866,1,0.0,1.0,0.0,0.0
867,2,0.0,0.0,1.0,0.0
868,2,0.0,5.165271536150525e-253,1.0,0.0
869,3,0.0,0.0,0.0,1.0
870,1,0.0,1.0,0.0,0.0
871,2,0.0,0.0,1.0,0.0
872,2,0.0,1.4018297303736561e-249,1.0,0.0
873,0,1.0,0.0,0.0,0.0
874,1,0.0,1.0,0.0,0.0
875,0,1.0,0.0,0.0,0.0
876,1,0.0,1.0,0.0,0.0
877,2,0.0,4.0144899710324383e-261,1.0,0.0
878,1,0.0,1.0,0.0,0.0
879,0,1.0,0.0,0.0,0.0
880,3,0.0,0.0,0.0,1.0
881,2,0.0,0.0,1.0,0.0
882,2,0.0,0.0,1.0,0.0
883,2,0.0,0.0,1.0,0.0
884,1,0.0,1.0,0.0,0.0
885,1,0.0,1.0,6.312034640776339e-195,0.0
886,1,0.0,1.0,0.0,0.0
887,2,0.0,0.0,1.0,0.0
888,2,0.0,0.0,1.0,0.0
889,3,0.0,0.0,0.0,1.0
890,1,0.0,1.0,0.0,0.0
891,2,0.0,9.66109287574e-313,1.0,0.0
892,0,1.0,0.0,0.0,0.0
893,1,0.0,1.0,0.0,0.0
894,2,0.0,0.0,1.0,0.0
895,2,0.0,0.0,1.0,0.0
896,1,0.0,1.0,0.0,0.0
897,1,0.0,1.0,0.0,0.0
898,2,0.0,0.0,1.0,0.0
899,1,0.0,1.0,0.0,0.0
900,1,0.0,1.0,0.0,0.0
901,0,1.0,0.0,0.0,0.0
902,1,0.0,1.0,0.0,0.0
903,1,0.0,1.0,0.0,0.0
904,1,0.0,1.0,0.0,0.0
905,1,0.0,1.0,0.0,0.0
906,1,0.0,1.0,0.0,0.0
907,2,0.0,0.0,1.0,0.0
908,2,0.0,0.0,1.0,0.0
909,3,0.0,0.0,0.0,1.0
910,1,0.0,1.0,0.0,0.0
911,2,0.0,1.3675571898466228e-301,1.0,0.0
912,1,0.0,1.0,0.0,0.0
913,1,0.0,1.0,0.0,0.0
914,2,0.0,0.0,1.0,0.0
915,2,0.0,0.0,1.0,0.0
916,1,0.0,1.0,0.0,0.0
917,0,1.0,0.0,0.0,0.0
918,1,0.0,1.0,0.0,0.0
919,1,0.0,1.0,0.0,0.0
920,1,0.0,1.0,0.0,0.0
921,1,0.0,1.0,0.0,0.0
922,0,1.0,0.0,0.0,0.0
923,1,0.0,1.0,0.0,0.0
924,1,0.0,1.0,1.045520370041964e-93,0.0
925,1,0.0,1.0,0.0,0.0
926,2,0.0,4.72726282661216e-237,1.0,0.0
927,2,0.0,0.0,1.0,0.0
928,1,0.0,1.0,0.0,0.0
929,1,0.0,1.0,0.0,0.0
930,2,0.0,0.0,1.0,0.0
931,1,0.0,1.0,0.0,0.0
932,1,0.0,1.0,0.0,0.0
933,1,0.0,1.0,0.0,0.0
934,1,0.0,1.0,0.0,0.0
935,1,0.0,1.0,0.0,0.0
936,1,0.0,1.0,0.0,0.0
937,1,0.0,1.0,0.0,0.0
938,1,0.0,1.0,0.0,0.0
939,2,0.0,0.0,1.0,0.0
940,2,0.0,0.0,1.0,0.0
941,1,0.0,1.0,0.0,0.0
942,1,0.0,1.0,0.0,0.0
943,1,0.0,1.0,0.0,0.0
944,2,0.0,5.279969193227452e-234,1.0,0.0
945,1,0.0,1.0,0.0,0.0
946,0,1.0,0.0,0.0,0.0
947,2,0.0,0.0,1.0,0.0
948,1,0.0,1.0,0.0,0.0
949,1,0.0,1.0,0.0,0.0
950,1,0.0,1.0,0.0,0.0
951,0,1.0,0.0,0.0,0.0
952,0,1.0,0.0,0.0,0.0
953,2,0.0,2.828075758390517e-252,1.0,0.0
954,3,0.0,0.0,0.0,1.0
955,0,1.0,0.0,0.0,0.0
956,1,0.0,1.0,0.0,0.0
957,1,0.0,1.0,0.0,0.0
958,1,0.0,1.0,0.0,0.0
959,2,0.0,0.0,1.0,0.0
960,2,0.0,4.8361383487350656e-260,1.0,0.0
961,1,0.0,1.0,0.0,0.0
962,2,0.0,0.0,1.0,0.0
963,1,0.0,1.0,0.0,0.0
964,0,1.0,0.0,0.0,0.0
965,2,0.0,0.0,1.0,0.0
966,2,0.0,0.0,1.0,0.0
967,3,0.0,0.0,0.0,1.0
968,0,1.0,0.0,0.0,0.0
969,1,0.0,1.0,0.0,0.0
970,1,0.0,1.0,0.0,0.0
971,2,0.0,0.0,1.0,0.0
972,0,1.0,0.0,0.0,0.0
973,2,0.0,3.5182418210224986e-255,1.0,0.0
974,2,0.0,0.0,1.0,0.0
975,1,0.0,1.0,0.0,0.0
976,2,0.0,0.0,1.0,0.0
977,1,0.0,1.0,0.0,0.0
978,2,0.0,0.0,1.0,0.0
979,1,0.0,1.0,0.0,0.0
980,1,0.0,1.0,1.3296970377565684e-17,0.0
981,3,0.0,0.0,0.0,1.0
982,0,1.0,0.0,0.0,0.0
983,0,1.0,0.0,0.0,0.0
984,1,0.0,1.0,0.0,0.0
985,2,0.0,0.0,1.0,0.0
986,1,0.0,1.0,0.0,0.0
987,0,1.0,0.0,0.0,0.0
988,1,0.0,1.0,0.0,0.0
989,1,0.0,1.0,0.0,0.0
990,1,0.0,1.0,0.0,0.0
991,1,0.0,1.0,0.0,0.0
992,3,0.0,0.0,0.0,1.0
993,1,0.0,1.0,0.0,0.0
994,2,0.0,2.069555064996455e-167,1.0,0.0
995,1,0.0,1.0,0.0,0.0
996,0,1.0,0.0,0.0,0.0
997,1,0.0,1.0,0.0,0.0
998,1,0.0,1.0,0.0,0.0
999,1,0.0,1.0,0.0,0.0
1000,0,1.0,0.0,0.0,0.0
1001,2,0.0,0.0,1.0,0.0
1002,1,0.0,1.0,0.0,0.0
1003,3,0.0,0.0,0.0,1.0
1004,1,0.0,1.0,0.0,0.0
1005,3,0.0,0.0,0.0,1.0
1006,0,1.0,0.0,0.0,0.0
1007,1,0.0,1.0,0.0,0.0
1008,2,0.0,0.0,1.0,0.0
1009,1,0.0,1.0,0.0,0.0
1010,2,0.0,0.0,1.0,0.0
1011,3,0.0,0.0,0.0,1.0
1012,2,0.0,0.0,1.0,0.0
1013,1,0.0,1.0,0.0,0.0
1014,2,0.0,0.0,1.0,0.0
1015,1,0.0,1.0,0.0,0.0
1016,3,0.0,0.0,0.0,1.0
1017,2,0.0,1.1328666100502935e-256,1.0,0.0
1018,2,0.0,2.474276311987949e-254,1.0,0.0
1019,2,0.0,0.0,1.0,0.0
1020,1,0.0,1.0,0.0,0.0
1021,2,0.0,0.0,1.0,0.0
1022,2,0.0,0.0,1.0,0.0
1023,2,0.0,0.0,1.0,0.0
1024,1,0.0,1.0,0.0,0.0
1025,1,0.0,1.0,0.0,0.0
1026,2,0.0,0.0,1.0,0.0
1027,1,0.0,1.0,0.0,0.0
1028,2,0.0,0.0,1.0,0.0
1029,2,0.0,1.1234402168149724e-170,1.0,0.0
1030,0,1.0,0.0,0.0,0.0
1031,1,0.0,1.0,0.0,0.0
1032,0,1.0,0.0,0.0,0.0
1033,1,0.0,1.0,0.0,0.0
1034,1,0.0,1.0,0.0,0.0
1035,0,1.0,0.0,0.0,0.0
1036,1,0.0,1.0,0.0,0.0
1037,2,0.0,0.0,1.0,0.0
1038,3,0.0,0.0,0.0,1.0
1039,1,0.0,1.0,0.0,0.0
1040,1,0.0,1.0,0.0,0.0
1041,1,0.0,1.0,0.0,0.0
1042,1,0.0,1.0,0.0,0.0
1043,2,0.0,0.0,1.0,0.0
1044,2,0.0,1.1769242263712296e-211,1.0,0.0
1045,2,0.0,0.0,1.0,0.0
1046,2,0.0,0.0,1.0,0.0
1047,1,0.0,1.0,0.0,0.0
1048,2,0.0,0.0,1.0,0.0
1049,1,0.0,1.0,0.0,0.0
1050,2,0.0,9.047940339051041e-221,1.0,0.0
1051,2,0.0,0.0,1.0,0.0
1052,1,0.0,1.0,0.0,0.0
1053,1,0.0,1.0,0.0,0.0
1054,1,0.0,1.0,0.0,0.0
1055,2,0.0,0.0,1.0,0.0
1056,2,0.0,0.0,1.0,0.0
1057,2,0.0,8.725549331308674e-262,1.0,0.0
1058,1,0.0,1.0,0.0,0.0
1059,2,0.0,6.741238962789716e-259,1.0,0.0
1060,2,0.0,0.0,1.0,0.0
1061,1,0.0,1.0,0.0,0.0
1062,1,0.0,1.0,0.0,0.0
1063,3,0.0,0.0,0.0,1.0
1064,0,1.0,0.0,0.0,0.0
1065,1,0.0,1.0,0.0,0.0
1066,0,1.0,0.0,0.0,0.0
1067,2,0.0,0.0,1.0,0.0
1068,1,0.0,1.0,0.0,0.0
1069,0,1.0,0.0,0.0,0.0
1070,0,1.0,0.0,0.0,0.0
1071,1,0.0,1.0,0.0,0.0
1072,1,0.0,1.0,0.0,0.0
1073,2,0.0,0.0,1.0,0.0
1074,3,0.0,0.0,0.0,1.0
1075,0,1.0,0.0,0.0,0.0
1076,1,0.0,1.0,0.0,0.0
1077,2,0.0,4.5809457183866703e-237,1.0,0.0
1078,2,0.0,0.0,1.0,0.0
1079,1,0.0,1.0,2.008254258746654e-167,0.0
1080,2,0.0,0.0,1.0,0.0
1081,2,0.0,0.0,1.0,0.0
1082,3,0.0,0.0,0.0,1.0
1083,3,0.0,0.0,0.0,1.0
1084,0,1.0,0.0,0.0,0.0
1085,2,0.0,1.2078555742452704e-242,1.0,0.0
1086,2,0.0,0.0,1.0,0.0
1087,2,0.0,2.4593662704019805e-254,1.0,0.0
1088,1,0.0,1.0,0.0,0.0
1089,1,0.0,1.0,0.0,0.0
1090,2,0.0,0.0,1.0,0.0
1091,2,0.0,3.6716173069377124e-196,1.0,0.0
1092,3,0.0,0.0,0.0,1.0
1093,2,0.0,6.11867690412704e-290,1.0,0.0
1094,1,0.0,1.0,0.0,0.0
1095,1,0.0,1.0,0.0,0.0
1096,1,0.0,1.0,0.0,0.0
1097,1,0.0,1.0,0.0,0.0
1098,1,0.0,1.0,0.0,0.0
1099,2,0.0,2.0943229938642e-247,1.0,0.0
1100,1,0.0,1.0,0.0,0.0
1101,2,0.0,0.0,1.0,0.0
1102,0,1.0,0.0,0.0,0.0
1103,0,1.0,0.0,0.0,0.0
1104,1,0.0,1.0,0.0,0.0
1105,1,0.0,1.0,0.0,0.0
1106,2,0.0,0.0,1.0,0.0
1107,1,0.0,1.0,0.0,0.0
1108,1,0.0,1.0,0.0,0.0
1109,3,0.0,0.0,0.0,1.0
1110,0,1.0,0.0,0.0,0.0
1111,1,0.0,1.0,0.0,0.0
1112,1,0.0,1.0,0.0,0.0
1113,0,1.0,0.0,0.0,0.0
1114,1,0.0,1.0,0.0,0.0
1115,2,0.0,5.799637789747685e-119,1.0,0.0
1116,0,1.0,0.0,0.0,0.0
1117,2,0.0,4.8676931148042844e-259,1.0,0.0
1118,1,0.0,1.0,0.0,0.0
1119,2,0.0,5.612566693205359e-249,1.0,0.0
1120,1,0.0,1.0,0.0,0.0
1121,3,0.0,0.0,0.0,1.0
1122,0,1.0,0.0,0.0,0.0
1123,2,0.0,1.8649857753058037e-246,1.0,0.0
1124,0,1.0,0.0,0.0,0.0
1125,3,0.0,0.0,0.0,1.0
1126,2,0.0,0.0,1.0,0.0
1127,0,1.0,0.0,0.0,0.0
1128,1,0.0,1.0,0.0,0.0
1129,0,1.0,0.0,0.0,0.0
1130,0,1.0,0.0,0.0,0.0
1131,3,0.0,0.0,0.0,1.0
1132,1,0.0,1.0,0.0,0.0
1133,2,0.0,0.0,1.0,0.0
1134,1,0.0,1.0,0.0,0.0
1135,1,0.0,1.0,0.0,0.0
1136,1,0.0,1.0,0.0,0.0
1137,1,0.0,1.0,0.0,0.0
1138,2,0.0,5.91397e-319,1.0,0.0
1139,1,0.0,1.0,0.0,0.0
1140,0,1.0,0.0,0.0,0.0
1141,1,0.0,1.0,0.0,0.0
1142,1,0.0,1.0,0.0,0.0
1143,1,0.0,1.0,0.0,0.0
1144,1,0.0,1.0,0.0,0.0
1145,1,0.0,1.0,0.0,0.0
1146,0,1.0,0.0,0.0,0.0
1147,2,0.0,0.0,1.0,0.0
1148,1,0.0,1.0,0.0,0.0
1149,1,0.0,1.0,0.0,0.0
1150,0,1.0,0.0,0.0,0.0
1151,2,0.0,0.0,1.0,0.0
1152,2,0.0,0.0,1.0,0.0
1153,1,0.0,1.0,0.0,0.0
1154,2,0.0,6.320540744199559e-140,1.0,0.0
1155,1,0.0,1.0,0.0,0.0
1156,2,0.0,0.0,1.0,0.0
1157,3,0.0,0.0,0.0,1.0
1158,2,0.0,0.0,1.0,0.0
1159,2,0.0,0.0,1.0,0.0
1160,1,0.0,1.0,0.0,0.0
1161,2,0.0,0.0,1.0,0.0
1162,0,1.0,0.0,0.0,0.0
1163,1,0.0,1.0,0.0,0.0
1164,2,0.0,0.0,1.0,0.0
1165,1,0.0,1.0,0.0,0.0
1166,2,0.0,0.0,1.0,0.0
1167,1,0.0,1.0,0.0,0.0
1168,0,1.0,0.0,0.0,0.0
1169,1,0.0,1.0,0.0,0.0
1170,1,0.0,1.0,0.0,0.0
1171,1,0.0,1.0,0.0,0.0
1172,1,0.0,1.0,0.0,0.0
1173,2,0.0,3.538192854989149e-259,1.0,0.0
1174,0,1.0,0.0,0.0,0.0
1175,1,0.0,1.0,0.0,0.0
1176,2,0.0,0.0,1.0,0.0
1177,1,0.0,1.0,0.0,0.0
1178,0,1.0,0.0,0.0,0.0
1179,1,0.0,1.0,0.0,0.0
1180,1,0.0,1.0,0.0,0.0
1181,0,1.0,0.0,0.0,0.0
1182,2,0.0,1.273032603923165e-283,1.0,0.0
1183,2,0.0,0.0,1.0,0.0
1184,2,0.0,0.0,1.0,0.0
1185,1,0.0,1.0,0.0,0.0
1186,2,0.0,2.089994074278103e-206,1.0,0.0
1187,2,0.0,0.0,1.0,0.0
1188,1,0.0,1.0,0.0,0.0
1189,3,0.0,0.0,0.0,1.0
1190,0,1.0,0.0,0.0,0.0
1191,1,0.0,1.0,0.0,0.0
1192,3,0.0,0.0,0.0,1.0
1193,0,1.0,0.0,0.0,0.0
1194,1,0.0,1.0,0.0,0.0
1195,1,0.0,1.0,0.0,0.0
1196,0,1.0,0.0,0.0,0.0
1197,1,0.0,1.0,0.0,0.0
1198,1,0.0,1.0,0.0,0.0
1199,3,0.0,0.0,0.0,1.0
1200,1,0.0,1.0,0.0,0.0
1201,3,0.0,0.0,0.0,1.0
1202,2,0.0,0.0,1.0,0.0
1203,2,0.0,0.0,1.0,0.0
1204,2,0.0,0.0,1.0,0.0
1205,2,0.0,5.3816298124688984e-300,1.0,0.0
1206,0,1.0,0.0,0.0,0.0
1207,1,0.0,1.0,0.0,0.0
1208,0,1.0,0.0,0.0,0.0
1209,3,0.0,0.0,0.0,1.0
1210,1,0.0,1.0,0.0,0.0
1211,2,0.0,6.713647517816321e-213,1.0,0.0
1212,1,0.0,1.0,0.0,0.0
1213,2,0.0,0.0,1.0,0.0
1214,2,0.0,3.2069247183471193e-242,1.0,0.0
1215,2,0.0,0.0,1.0,0.0
1216,1,0.0,1.0,0.0,0.0
1217,1,0.0,1.0,0.0,0.0
1218,3,0.0,0.0,0.0,1.0
1219,0,1.0,0.0,0.0,0.0
1220,1,0.0,1.0,0.0,0.0
1221,2,0.0,0.0,1.0,0.0
1222,0,1.0,0.0,0.0,0.0
1223,1,0.0,1.0,0.0,0.0
1224,2,0.0,0.0,1.0,0.0
1225,2,0.0,0.0,1.0,0.0
1226,2,0.0,0.0,1.0,0.0
1227,1,0.0,1.0,0.0,0.0
1228,1,0.0,1.0,0.0,0.0
1229,1,0.0,1.0,0.0,0.0
1230,1,0.0,1.0,0.0,0.0
1231,0,1.0,0.0,0.0,0.0
1232,2,0.0,0.0,1.0,0.0
1233,0,1.0,0.0,0.0,0.0
1234,1,0.0,1.0,0.0,0.0
1235,1,0.0,1.0,0.0,0.0
1236,1,0.0,1.0,0.0,0.0
1237,2,0.0,0.0,1.0,0.0
1238,0,1.0,0.0,0.0,0.0
1239,1,0.0,1.0,0.0,0.0
1240,1,0.0,1.0,0.0,0.0
1241,1,0.0,1.0,0.0,0.0
1242,1,0.0,1.0,0.0,0.0
1243,2,0.0,0.0,1.0,0.0
1244,1,0.0,1.0,0.0,0.0
1245,1,0.0,1.0,0.0,0.0
1246,1,0.0,1.0,0.0,0.0
1247,1,0.0,1.0,0.0,0.0
1248,1,0.0,1.0,0.0,0.0
1249,0,1.0,0.0,0.0,0.0
1250,1,0.0,1.0,0.0,0.0
1251,1,0.0,1.0,0.0,0.0
1252,1,0.0,1.0,0.0,0.0
1253,2,0.0,0.0,1.0,0.0
1254,2,0.0,0.0,1.0,0.0
1255,1,0.0,1.0,0.0,0.0
1256,1,0.0,1.0,0.0,0.0
1257,2,0.0,0.0,1.0,0.0
1258,2,0.0,4.213806900737424e-299,1.0,0.0
1259,0,1.0,0.0,0.0,0.0
1260,3,0.0,0.0,0.0,1.0
1261,1,0.0,1.0,0.0,0.0
1262,1,0.0,1.0,0.0,0.0
1263,1,0.0,1.0,0.0,0.0
1264,1,0.0,1.0,0.0,0.0
1265,1,0.0,1.0,0.0,0.0
1266,1,0.0,1.0,0.0,0.0
1267,1,0.0,1.0,0.0,0.0
1268,1,0.0,1.0,0.0,0.0
1269,2,0.0,0.0,1.0,0.0
1270,1,0.0,1.0,0.0,0.0
1271,1,0.0,1.0,0.0,0.0
1272,2,0.0,0.0,1.0,0.0
1273,2,0.0,3.0091412637945852e-257,1.0,0.0
1274,0,1.0,0.0,0.0,0.0
1275,1,0.0,1.0,0.0,0.0
1276,1,0.0,1.0,3.535812224428289e-210,0.0
1277,2,0.0,0.0,1.0,0.0
1278,0,1.0,0.0,0.0,0.0
1279,1,0.0,1.0,0.0,0.0
1280,1,0.0,1.0,0.0,0.0
1281,2,0.0,0.0,1.0,0.0
1282,1,0.0,1.0,0.0,0.0
1283,1,0.0,1.0,0.0,0.0
1284,3,0.0,0.0,0.0,1.0
1285,3,0.0,0.0,0.0,1.0
1286,1,0.0,1.0,0.0,0.0
1287,1,0.0,1.0,0.0,0.0
1288,1,0.0,1.0,0.0,0.0
1289,1,0.0,1.0,0.0,0.0
1290,2,0.0,0.0,1.0,0.0
1291,2,0.0,0.0,1.0,0.0
1292,0,1.0,0.0,0.0,0.0
1293,0,1.0,0.0,0.0,0.0
1294,2,0.0,0.0,1.0,0.0
1295,1,0.0,1.0,0.0,0.0
1296,1,0.0,1.0,0.0,0.0
1297,1,0.0,1.0,0.0,0.0
1298,2,0.0,0.0,1.0,0.0
1299,0,1.0,0.0,0.0,0.0
1300,2,0.0,0.0,1.0,0.0
1301,2,0.0,0.0,1.0,0.0
1302,3,0.0,0.0,0.0,1.0
1303,1,0.0,1.0,0.0,0.0
1304,1,0.0,1.0,0.0,0.0
1305,2,0.0,4.39421339632895e-220,1.0,0.0
1306,1,0.0,1.0,0.0,0.0
1307,1,0.0,1.0,0.0,0.0
1308,2,0.0,0.0,1.0,0.0
1309,2,0.0,4.108870537039445e-256,1.0,0.0
1310,1,0.0,1.0,0.0,0.0
1311,3,0.0,0.0,0.0,1.0
1312,1,0.0,1.0,0.0,0.0
1313,1,0.0,1.0,0.0,0.0
1314,1,0.0,1.0,0.0,0.0
1315,1,0.0,1.0,0.0,0.0
1316,1,0.0,1.0,0.0,0.0
1317,2,0.0,0.0,1.0,0.0
1318,0,1.0,0.0,0.0,0.0
1319,1,0.0,1.0,0.0,0.0
1320,3,0.0,0.0,0.0,1.0
1321,1,0.0,1.0,0.0,0.0
1322,2,0.0,0.0,1.0,0.0
